74,67,74,46,78,15,95,9,12,28,96,49,93,13,5,14,56,23,10,7,50,43,90,61,25,4,87,71,94,63,54,98,41,97,73,75,44,38,85,45,82,87,80,22,24,71,50,36,79,85
85,60,28,17,41,20,36,87,77,18,94,69,29,46,94,72,11,24,37,97,91,23,37,41,10,80,56,98,58,96,83,98,66,55,17,93,61,43,59,47,91,32,26,21,86,26,2,72,80,30
90,52,42,44,21,45,91,59,81,53,48,63,79,63,72,97,15,40,67,38,94,66,71,42,63,53,7,76,88,22,95,64,70,47,46,56,22,19,50,10,16,72,83,84,11,13,47,74,94,96
87,38,79,15,65,54,55,47,36,22,23,14,96,93,14,9,95,40,29,30,41,16,11,21,26,15,60,90,8,17,20,29,54,13,91,4,72,72,59,8,2,21,77,13,15,79,47,86,22,68
12,23,14,10,12,42,38,54,82,88,26,34,87,7,99,29,80,45,35,16,56,72,99,68,54,48,64,83,10,74,93,73,67,30,67,17,21,78,86,73,42,2,32,15,25,17,26,77,74,97
15,55,70,19,19,82,28,24,84,33,88,81,19,80,89,86,46,35,64,30,88,58,85,59,79,13,18,79,67,78,99,52,79,22,14,58,39,80,58,51,21,65,6,94,68,34,44,84,42,68
41,30,57,71,40,60,76,16,98,68,90,88,66,18,15,9,48,11,38,78,69,94,20,40,60,3,91,28,62,96,83,29,43,18,48,76,53,96,2,52,52,95,92,85,47,68,45,12,56,88
55,89,6,82,47,18,73,15,8,40,5,58,69,70,84,48,12,82,79,34,96,46,5,99,3,18,76,2,69,59,28,71,34,5,24,80,10,84,1,61,28,98,22,13,13,90,4,82,75,37
22,96,29,26,5,24,50,78,58,49,45,51,79,91,27,11,20,91,1,61,36,90,94,64,86,26,31,82,34,21,30,59,85,60,51,93,97,77,43,68,52,55,57,31,5,30,41,69,86,16
13,29,3,46,77,81,35,75,75,67,93,36,23,89,35,92,82,53,77,21,85,87,87,88,63,6,38,56,23,17,20,29,13,74,59,29,8,42,15,38,24,50,49,20,62,11,88,57,25,92
61,28,25,11,55,37,35,45,72,15,9,30,55,21,54,99,63,4,49,64,7,18,45,92,16,94,23,40,3,97,17,71,60,86,59,13,30,32,77,33,96,83,66,34,21,75,34,98,69,59
66,26,79,53,4,20,51,11,21,11,17,28,73,92,31,97,16,13,99,95,58,66,52,36,52,4,81,5,47,40,25,28,47,95,4,47,90,92,69,59,48,21,18,63,93,17,65,46,25,95
58,91,9,65,92,29,95,85,6,4,92,7,78,28,27,56,15,86,59,46,97,10,96,78,17,42,4,29,42,19,14,6,4,28,37,12,76,68,97,31,44,67,41,32,26,89,30,49,49,16
67,40,31,14,43,92,19,64,39,9,10,62,2,81,55,15,28,1,43,63,41,12,2,24,23,22,3,35,99,11,72,84,55,43,65,56,68,95,54,25,71,54,56,37,55,93,59,87,38,13
54,21,95,79,13,72,57,37,20,88,26,90,2,80,97,27,44,73,34,99,34,92,55,27,39,71,1,12,71,52,84,4,46,76,33,8,35,3,34,23,3,11,8,5,55,67,92,76,30,87
71,35,1,13,6,75,88,78,75,89,78,8,63,64,32,92,66,41,20,88,45,24,49,17,72,72,5,74,10,58,69,30,45,51,94,43,57,45,15,26,23,26,41,80,78,48,95,14,3,59
7,67,47,94,64,55,52,87,3,40,80,55,74,55,77,40,68,9,40,40,89,4,5,77,3,15,39,60,33,23,68,30,19,22,62,64,97,51,62,92,64,8,85,6,11,1,63,58,59,24
29,18,66,74,18,96,60,36,78,38,48,70,85,2,18,82,2,76,83,78,92,94,30,63,99,9,14,46,68,93,61,80,50,41,87,16,81,18,60,93,36,62,2,50,7,63,14,11,91,40
33,87,44,70,35,4,16,52,27,42,85,27,78,51,70,59,45,73,80,12,43,11,38,36,12,3,48,96,95,39,93,62,20,64,52,25,75,10,83,23,4,32,62,43,50,60,32,13,78,12
12,78,57,56,61,55,74,44,31,95,91,33,13,1,85,95,6,60,47,13,85,34,79,5,78,79,35,27,48,17,30,39,25,62,86,54,51,64,83,9,5,77,55,64,35,62,91,21,2,70
28,34,33,73,11,46,6,86,21,97,97,24,75,24,67,72,15,35,98,97,67,30,92,63,31,52,49,67,72,68,14,51,97,14,30,29,32,91,55,80,90,49,28,55,30,35,37,21,45,54
40,41,65,57,3,88,49,51,27,62,12,74,63,68,5,90,79,20,1,37,61,29,91,24,11,15,97,88,11,76,2,41,45,67,17,20,84,68,12,6,66,61,86,81,16,16,83,69,31,93
10,74,21,37,15,23,97,93,93,72,96,39,25,61,3,77,94,17,3,50,69,72,38,5,67,28,31,75,28,78,39,61,2,42,4,14,5,9,72,32,4,3,85,53,92,29,14,27,27,87
77,12,73,30,7,12,57,95,10,40,81,63,20,63,12,41,65,34,40,89,35,65,70,93,64,42,31,45,57,69,81,96,34,42,65,46,53,38,4,19,29,83,47,81,66,67,41,42,20,83
74,37,12,50,64,21,58,44,13,34,21,87,59,31,86,21,25,20,80,31,9,59,39,93,85,64,38,94,45,52,2,69,46,83,50,5,41,27,30,99,90,99,15,91,13,96,81,51,66,30
51,43,78,99,51,65,15,34,63,60,93,29,73,88,16,29,99,90,34,8,11,48,77,15,96,83,17,13,30,28,55,26,39,72,59,65,37,43,60,24,88,7,55,64,81,33,26,4,38,83
27,30,15,29,29,30,81,40,84,33,61,49,81,23,95,50,92,9,49,86,82,36,49,44,95,34,71,24,76,81,37,59,56,95,50,88,36,70,38,79,54,78,3,54,47,31,95,93,78,26
36,92,44,16,62,80,21,97,98,97,10,57,35,90,12,82,80,69,61,27,63,37,25,91,6,43,28,60,92,43,68,24,71,93,34,11,7,20,62,59,85,79,98,23,71,19,55,66,84,4
3,18,68,19,28,89,18,23,46,66,22,44,19,69,98,94,98,90,88,85,38,18,77,50,39,31,71,80,47,60,25,44,47,64,39,51,18,50,48,44,54,59,41,22,78,4,79,79,40,80
37,99,16,6,91,32,17,30,52,36,81,55,44,42,46,70,87,60,64,39,28,6,87,63,51,9,36,62,38,90,98,69,37,34,85,7,88,85,66,12,26,47,17,33,96,65,24,25,73,74
39,66,48,83,77,25,26,80,85,50,22,36,16,97,77,13,16,23,25,59,66,10,68,33,85,88,53,60,1,99,25,1,16,39,38,25,15,97,68,12,48,71,85,38,43,54,62,64,91,56
87,58,51,64,89,63,43,97,84,13,49,46,94,9,9,5,31,8,85,23,6,88,53,77,10,86,35,60,58,46,65,82,3,51,56,15,48,28,87,19,77,95,9,32,6,67,79,73,85,72
45,94,21,70,72,60,91,64,94,9,69,30,99,8,1,29,18,50,53,77,23,15,34,82,92,2,82,69,30,29,43,99,51,63,10,31,43,58,25,67,53,14,25,24,85,5,71,33,48,6
93,93,33,72,82,64,73,37,12,40,4,4,80,49,82,16,20,66,38,16,2,42,31,65,25,3,57,43,88,87,95,75,33,43,38,83,14,98,25,82,74,23,38,22,16,45,58,86,83,3
75,77,52,4,31,47,19,29,62,26,39,82,40,66,83,66,57,61,78,63,7,51,51,45,95,65,31,78,98,50,42,65,45,56,83,58,71,34,6,18,59,98,97,49,17,69,63,24,65,83
44,19,70,79,68,80,21,71,86,59,28,82,33,90,82,6,85,33,44,78,72,85,90,33,24,74,86,76,32,5,79,22,86,29,80,22,17,55,29,38,90,12,87,54,85,66,72,19,50,89
35,58,89,82,21,17,74,15,7,75,31,79,13,52,71,49,18,67,18,12,51,4,33,91,11,27,28,80,72,17,18,17,3,31,25,70,87,23,45,38,75,76,30,7,66,74,30,89,36,5
15,92,82,4,12,60,67,87,47,77,60,83,48,8,93,38,57,15,93,25,61,20,41,53,84,7,66,14,24,99,3,98,6,16,7,7,89,97,65,57,26,67,43,50,71,31,97,63,23,81
65,47,61,51,73,9,42,4,53,42,33,73,83,50,29,69,95,93,88,91,12,16,58,4,40,72,39,86,42,25,17,5,30,28,29,54,61,25,97,88,72,53,19,69,91,31,61,54,48,87
6,20,42,15,61,32,79,96,58,30,44,66,3,4,21,9,36,87,2,3,33,22,8,51,85,74,64,55,87,92,95,27,24,22,92,86,28,5,48,82,74,60,16,37,7,85,83,59,73,91
72,22,6,15,7,82,54,23,95,60,94,68,39,60,62,28,68,69,17,6,45,89,92,88,65,29,53,62,68,52,56,23,12,49,72,44,83,3,26,45,53,89,47,78,14,44,34,13,66,82
76,31,66,21,72,7,90,63,42,66,70,57,81,42,3,20,63,60,76,86,17,68,33,7,68,69,5,31,4,74,73,64,95,16,31,10,60,75,43,22,46,19,2,67,66,83,15,44,31,83
95,47,96,61,97,78,50,37,70,5,76,74,48,67,35,66,65,87,7,84,91,61,67,42,49,79,85,58,55,57,65,17,21,79,70,86,11,95,31,26,74,41,54,55,61,59,90,1,51,7
56,44,96,84,36,10,95,3,50,3,61,24,42,8,42,14,99,79,92,63,84,66,69,59,34,44,90,79,92,13,26,10,11,66,63,21,84,24,75,35,66,61,37,3,72,24,32,32,21,44
9,3,2,16,61,60,33,23,53,73,86,79,44,27,93,57,95,88,18,77,96,2,48,24,80,73,59,89,64,37,28,70,38,84,59,51,2,64,94,33,6,89,6,72,58,29,89,89,61,36
51,7,32,15,95,79,5,40,25,87,59,83,45,50,34,58,52,62,55,92,7,43,63,76,20,2,20,78,90,29,11,85,41,84,56,70,42,93,86,98,41,11,40,88,17,85,16,88,12,4
99,92,89,49,93,45,95,76,87,3,89,55,67,17,28,43,11,56,56,67,24,73,36,21,70,47,27,69,55,75,34,23,60,19,50,24,49,43,94,5,68,54,65,72,79,61,33,16,10,72
62,49,59,62,79,29,2,49,71,22,67,99,16,9,17,93,80,90,54,98,97,84,6,98,95,13,73,94,3,43,1,42,95,39,87,7,33,87,19,44,40,48,2,76,87,26,96,78,4,38
89,66,85,9,55,33,40,29,99,43,70,40,58,30,19,36,76,75,1,42,76,9,41,57,67,50,94,31,20,41,2,85,47,33,42,26,51,67,6,2,53,37,70,95,10,27,14,22,81,24
89,94,3,97,4,95,11,57,6,73,40,40,59,43,20,33,67,70,97,20,71,47,7,37,73,74,34,79,44,94,74,49,25,22,48,31,95,54,27,10,84,59,72,66,61,52,37,69,80,81
67,38,23,28,29,75,94,11,54,58,99,42,32,34,98,20,97,33,91,64,36,38,47,94,99,25,49,5,77,82,91,49,90,6,98,66,63,53,32,94,72,2,11,30,23,78,75,95,21,13
15,89,21,25,56,15,43,23,27,97,47,12,9,6,98,23,99,55,98,61,90,93,56,93,59,32,48,5,23,22,29,29,74,50,80,65,97,61,24,88,53,65,10,36,29,25,18,15,33,83
16,19,11,15,17,41,41,95,50,14,1,82,2,2,57,29,29,14,93,28,61,71,15,27,91,27,5,51,32,40,34,86,74,55,23,6,86,4,93,8,83,30,76,23,60,78,68,6,76,16
95,39,84,57,34,69,62,63,10,89,26,77,96,80,59,58,14,46,24,61,29,90,39,51,12,51,76,6,89,28,78,87,11,11,56,56,23,60,94,38,3,39,61,55,55,24,41,92,1,15
16,16,68,97,46,50,46,40,9,94,68,78,68,69,36,5,32,39,7,52,15,25,90,39,72,29,40,18,73,19,88,16,83,26,67,10,60,48,22,48,89,91,1,47,74,33,49,11,6,28
77,25,69,51,34,31,91,27,4,95,48,62,93,24,28,24,57,72,4,92,28,44,8,89,91,21,33,31,44,58,33,90,1,5,82,81,81,48,48,72,44,62,72,51,11,80,34,54,23,15
67,2,35,70,67,55,47,8,72,25,71,20,59,30,17,12,22,66,76,70,71,70,9,47,90,58,21,87,66,24,19,28,86,54,84,8,81,10,32,29,56,55,61,77,4,91,39,88,66,95
6,9,55,45,2,10,4,65,13,60,12,66,57,73,62,83,63,4,87,81,54,27,60,46,8,92,7,60,57,16,98,34,56,38,96,39,78,77,96,63,47,60,4,33,24,9,53,35,96,16
51,84,94,45,98,7,9,79,13,18,44,12,68,60,71,42,81,10,27,52,33,1,84,5,67,75,55,37,60,94,95,56,83,67,81,49,52,84,71,97,68,31,97,95,61,87,93,49,41,92
54,69,93,8,48,61,14,84,68,17,81,4,78,93,57,7,42,17,53,94,90,91,2,9,30,1,11,84,20,53,84,77,68,57,47,3,26,19,45,25,72,39,26,50,57,94,96,12,9,58
74,46,54,84,56,46,2,38,13,58,43,18,6,10,41,33,13,6,56,11,59,85,10,59,76,94,1,9,16,56,39,72,31,71,88,58,8,25,25,60,96,95,77,47,39,34,69,9,55,78
77,62,41,52,45,62,9,44,99,90,80,60,19,39,63,78,40,47,7,36,82,71,92,53,21,88,77,34,69,35,37,38,14,11,87,70,84,37,84,83,67,24,67,89,70,33,46,39,54,23
13,21,13,52,97,90,67,56,71,3,75,71,25,70,52,67,84,95,76,31,78,74,3,92,34,40,60,11,42,76,87,64,62,15,94,6,27,66,14,55,79,36,71,88,56,80,80,86,89,45
31,12,88,19,88,47,96,15,66,53,67,48,7,15,91,57,22,83,65,69,14,13,52,98,29,41,27,95,33,88,37,3,9,32,81,58,76,54,1,22,54,83,63,43,46,99,69,38,12,22
19,28,81,76,35,38,44,48,59,1,40,95,36,85,71,36,31,1,28,83,57,20,36,12,2,34,26,23,47,19,65,29,59,5,37,46,96,99,35,1,33,84,31,97,8,46,70,91,46,22
44,31,81,41,56,9,77,53,85,24,91,26,22,88,94,12,22,35,84,13,77,43,62,76,98,28,52,13,30,32,23,93,89,76,27,91,85,2,76,89,29,56,23,64,97,63,22,50,10,53
25,74,12,30,5,24,50,67,30,17,3,34,49,10,6,23,63,34,8,56,92,48,33,44,70,27,48,85,38,15,48,65,72,25,90,21,36,7,60,45,3,23,76,51,41,67,53,90,98,46
36,66,11,75,61,63,41,60,93,5,41,66,60,50,31,83,16,24,4,85,53,36,89,82,32,23,40,12,26,56,71,70,68,9,33,79,15,95,41,71,75,88,15,65,83,97,9,1,36,63
41,9,46,24,97,70,71,18,74,53,44,92,73,62,92,21,23,85,49,48,91,28,10,32,36,69,51,12,89,18,74,3,98,6,70,27,37,30,31,49,74,61,87,8,84,17,49,84,66,21
70,23,6,95,30,41,70,58,13,51,32,92,94,27,38,11,71,80,87,86,42,40,23,90,24,39,38,16,73,31,54,63,49,69,83,37,24,55,26,12,95,90,87,14,41,31,22,80,63,93
74,37,21,91,33,65,24,44,62,88,19,13,55,74,54,65,49,16,26,42,4,31,8,90,82,20,30,31,46,36,24,51,95,59,44,82,27,96,45,17,32,92,5,16,27,38,31,46,68,15
22,96,25,23,19,60,24,97,78,10,53,18,93,68,93,2,97,54,19,17,96,87,44,25,31,50,16,71,3,68,66,34,50,13,94,86,70,42,73,6,96,2,73,78,65,49,81,44,79,44
91,43,76,46,98,12,73,54,1,6,11,18,98,5,86,71,6,9,50,17,68,25,1,7,94,6,40,30,82,93,11,98,56,47,38,29,78,90,41,70,55,68,5,33,7,65,13,59,5,55
31,30,64,63,88,67,63,39,71,33,89,56,9,32,81,50,4,92,1,54,96,21,63,72,21,41,4,75,98,36,60,86,70,29,37,38,2,45,48,86,12,94,74,30,30,73,25,83,73,58
19,14,97,26,88,48,87,10,26,71,44,48,64,7,45,71,11,24,46,8,75,24,46,20,53,59,43,94,58,15,54,17,56,14,25,43,73,57,76,28,48,51,47,43,58,18,89,95,40,42
4,49,93,28,99,27,86,26,69,77,26,87,20,8,82,71,9,9,2,62,77,39,36,39,41,91,48,47,59,72,60,86,43,69,93,50,95,58,63,95,34,78,20,73,36,88,40,88,99,7
7,71,12,48,13,44,58,95,59,99,39,86,54,3,61,95,72,37,8,51,67,18,69,58,96,36,24,92,81,69,48,71,42,61,1,67,47,89,67,29,19,22,94,79,28,54,55,52,21,84
43,17,50,33,12,99,60,41,39,64,63,73,9,75,82,87,64,77,59,26,83,54,88,99,41,28,60,44,29,98,86,77,39,2,98,67,64,91,35,62,88,57,21,30,91,86,71,22,52,71
58,35,80,88,52,92,20,22,95,99,64,57,7,31,60,99,44,83,18,54,81,65,66,74,59,99,48,94,53,20,33,41,3,63,45,60,77,17,94,39,24,76,44,12,35,28,80,9,60,24
15,46,86,12,23,14,68,3,26,7,93,40,15,92,74,69,21,72,82,78,22,46,26,55,97,87,85,53,62,11,83,23,38,30,42,89,46,82,69,4,76,64,69,64,78,53,53,16,38,86
59,7,53,68,16,57,31,55,79,19,67,58,44,65,77,82,43,18,98,26,65,16,23,66,41,52,86,61,83,29,91,60,15,86,84,66,95,85,16,42,71,87,22,11,66,11,42,72,10,25
53,38,74,80,16,91,82,47,27,17,80,31,56,90,43,22,40,65,77,76,95,13,1,2,54,68,64,51,6,50,61,20,37,96,47,76,5,63,83,93,18,89,54,1,46,32,27,34,8,3
84,74,15,54,26,53,2,74,89,29,68,27,30,70,86,78,63,31,2,27,56,12,70,19,36,85,38,34,30,33,24,75,74,10,48,31,71,8,92,23,16,54,51,66,68,15,76,80,42,67
88,44,74,22,75,42,27,64,2,68,14,87,19,61,10,81,92,90,98,66,82,87,48,46,41,49,74,84,33,44,58,44,47,86,82,6,90,85,11,30,21,43,43,29,21,51,68,92,4,55
14,82,45,41,8,68,49,4,28,74,38,90,87,7,77,72,75,40,59,8,42,31,83,45,88,21,47,31,42,76,36,5,1,86,55,97,30,42,68,86,2,8,91,60,2,65,96,27,64,95
88,20,33,40,95,15,1,29,71,90,14,86,97,6,73,28,20,86,84,83,8,41,70,26,27,25,62,15,41,50,44,50,15,54,49,59,94,88,57,68,69,29,92,82,43,54,22,94,76,95
95,38,2,68,93,81,2,28,73,60,67,2,98,8,67,70,87,3,97,61,65,18,92,61,39,80,85,34,92,42,6,69,11,17,70,19,59,64,8,30,42,11,89,3,60,75,31,52,99,61
41,61,4,7,39,19,59,9,59,80,47,62,48,54,17,7,68,87,26,90,10,23,54,4,32,63,96,58,68,7,15,98,67,90,4,45,4,78,83,16,73,11,84,82,31,66,49,83,33,30
81,26,13,91,88,93,73,30,71,93,29,58,33,67,81,38,99,4,41,60,99,60,68,17,78,39,47,15,8,9,26,35,52,89,22,53,82,36,61,7,39,60,8,10,8,86,75,12,20,49
2,98,40,27,26,60,45,6,7,90,97,77,19,95,88,41,61,8,47,18,19,93,47,71,80,61,82,55,66,52,98,32,55,8,95,49,51,68,24,83,24,27,55,90,78,42,51,12,25,15
81,66,61,54,31,27,79,85,42,52,99,55,42,54,38,33,23,51,50,79,24,66,64,28,98,34,23,41,24,42,2,51,24,49,9,98,6,46,66,61,62,4,18,89,48,67,93,62,41,57
73,54,63,88,12,81,77,6,75,17,80,12,10,80,12,43,37,54,80,20,24,76,84,5,16,78,86,51,45,51,44,54,93,77,30,7,67,94,60,97,25,97,90,8,39,25,4,66,39,51
19,55,86,93,79,19,60,4,36,77,80,25,79,28,53,64,65,9,63,82,70,94,75,18,51,74,99,93,96,40,71,70,63,19,99,37,82,42,41,58,56,20,2,31,76,47,37,69,7,50
44,27,41,40,38,7,7,36,12,92,98,93,81,34,20,53,18,64,36,57,31,62,5,1,68,13,19,75,86,59,2,43,8,59,60,34,15,62,99,80,90,29,37,48,31,56,18,9,81,77
